"word","count","year"
"sanitary",1,2014
"section",1,2014
"semi",1,2014
"shape",1,2014
"sheets",1,2014
"shipments",1,2014
"ships",1,2014
"shortening",1,2014
"similar",1,2014
"simply",1,2014
"size",1,2014
"specialized",1,2014
"specified",1,2014
"spices",1,2014
"sporting",1,2014
"stones",1,2014
"substitutes",1,2014
"sugar",1,2014
"suitable",1,2014
"switching",1,2014
"tea",1,2014
"telecommunications",1,2014
"than",1,2014
"tin",1,2014
"to",1,2014
"toys",1,2014
"transport",1,2014
"type",1,2014
"up",1,2014
"use",1,2014
"value",1,2014
"valued",1,2014
"watches",1,2014
"water",1,2014
"whether",1,2014
"wool",1,2014
"work",1,2014
"worked",1,2014
"works",1,2014
"zinc",1,2014
"access",1,2015
"agricultural",1,2015
"air",1,2015
"aircraft",1,2015
"all",1,2015
"analysing",1,2015
"article",1,2015
"automatic",1,2015
"board",1,2015
"but",1,2015
"cases",1,2015
"checking",1,2015
"cinema",1,2015
"civil",1,2015
"classified",1,2015
"co",1,2015
"containers",1,2015
"contractors",1,2015
"current",1,2015
"cut",1,2015
"cycles",1,2015
"data",1,2015
"diagnostic",1,2015
"distributing",1,2015
"domestic",1,2015
"electricity",1,2015
"elements",1,2015
"essential",1,2015
"estimate",1,2015
"estimated",1,2015
"excl",1,2015
"excluding",1,2015
"f",1,2015
"ferrous",1,2015
"footwear",1,2015
"form",1,2015
"fuel",1,2015
"function",1,2015
"furniture",1,2015
"group",1,2015
"hand",1,2015
"handling",1,2015
"import",1,2015
"inc",1,2015
"ind",1,2015
"industrial",1,2015
"industries",1,2015
"internal",1,2015
"lead",1,2015
"made",1,2015
"manufactured",1,2015
"manufacturing",1,2015
"measuring",1,2015
"medical",1,2015
"particular",1,2015
"pieces",1,2015
"primary",1,2015
"printing",1,2015
"process",1,2015
"processing",1,2015
"producer",1,2015
"protecting",1,2015
"purpose",1,2015
"related",1,2015
"road",1,2015
"rough",1,2015
"sanitary",1,2015
"section",1,2015
"shape",1,2015
"shipments",1,2015
"ships",1,2015
"shortening",1,2015
"similar",1,2015
"simply",1,2015
"size",1,2015
"specialized",1,2015
"specified",1,2015
"substitutes",1,2015
"suitable",1,2015
"telecommunications",1,2015
"than",1,2015
"to",1,2015
"transport",1,2015
"type",1,2015
"up",1,2015
"use",1,2015
"value",1,2015
"valued",1,2015
"whether",1,2015
"work",1,2015
"worked",1,2015
"works",1,2015
"access",1,2016
"agricultural",1,2016
"air",1,2016
"all",1,2016
"analysing",1,2016
"article",1,2016
"automatic",1,2016
"but",1,2016
"cases",1,2016
"classified",1,2016
"co",1,2016
"cocoa",1,2016
"coke",1,2016
"collectors",1,2016
"containing",1,2016
"contractors",1,2016
"current",1,2016
"cut",1,2016
"data",1,2016
"diagnostic",1,2016
"domestic",1,2016
"electricity",1,2016
"elements",1,2016
"engineering",1,2016
"essential",1,2016
"estimate",1,2016
"estimated",1,2016
"excluding",1,2016
"f",1,2016
"fabricated",1,2016
"footwear",1,2016
"form",1,2016
"fuel",1,2016
"function",1,2016
"furniture",1,2016
"glass",1,2016
"group",1,2016
"hand",1,2016
"handling",1,2016
"honey",1,2016
"import",1,2016
"inc",1,2016
"ind",1,2016
"industrial",1,2016
"industries",1,2016
"internal",1,2016
"kind",1,2016
"lead",1,2016
"made",1,2016
"manufactured",1,2016
"manufacturing",1,2016
"measuring",1,2016
"medical",1,2016
"metallic",1,2016
"particular",1,2016
"pieces",1,2016
"primary",1,2016
"printing",1,2016
"process",1,2016
"processing",1,2016
"producer",1,2016
"purpose",1,2016
"related",1,2016
"road",1,2016
"roll",1,2016
"sanitary",1,2016
"section",1,2016
"shape",1,2016
"sheets",1,2016
"shipments",1,2016
"shortening",1,2016
"similar",1,2016
"simply",1,2016
"size",1,2016
"specialized",1,2016
"specified",1,2016
"spices",1,2016
"stone",1,2016
"storage",1,2016
"suitable",1,2016
"switching",1,2016
"tea",1,2016
"telecommunications",1,2016
"television",1,2016
"than",1,2016
"to",1,2016
"transport",1,2016
"tv",1,2016
"type",1,2016
"up",1,2016
"use",1,2016
"value",1,2016
"valued",1,2016
"wares",1,2016
"water",1,2016
"whether",1,2016
"work",1,2016
"worked",1,2016
"works",1,2016
"zinc",1,2016
"access",1,2017
"adp",1,2017
"agricultural",1,2017
"air",1,2017
"aircraft",1,2017
"alcohols",1,2017
"all",1,2017
"analysing",1,2017
"art",1,2017
"article",1,2017
"automatic",1,2017
"board",1,2017
"bovine",1,2017
"but",1,2017
"cases",1,2017
"cement",1,2017
"chocolate",1,2017
"civil",1,2017
"co",1,2017
"cocoa",1,2017
"cold",1,2017
"containing",1,2017
"corn",1,2017
"current",1,2017
"cut",1,2017
"data",1,2017
"diagnostic",1,2017
"diamonds",1,2017
"domestic",1,2017
"elements",1,2017
"essential",1,2017
"estimated",1,2017
"excluding",1,2017
"fans",1,2017
"form",1,2017
"fuel",1,2017
"function",1,2017
"group",1,2017
"hand",1,2017
"handling",1,2017
"hides",1,2017
"import",1,2017
"inc",1,2017
"industrial",1,2017
"industries",1,2017
"internal",1,2017
"kind",1,2017
"lead",1,2017
"live",1,2017
"made",1,2017
"manufactured",1,2017
"manufacturing",1,2017
"measuring",1,2017
"medical",1,2017
"particular",1,2017
"pieces",1,2017
"powder",1,2017
"primary",1,2017
"printed",1,2017
"process",1,2017
"processing",1,2017
"protecting",1,2017
"purpose",1,2017
"related",1,2017
"road",1,2017
"roll",1,2017
"rough",1,2017
"sanitary",1,2017
"section",1,2017
"semi",1,2017
"shape",1,2017
"sheets",1,2017
"shipments",1,2017
"silk",1,2017
"silver",1,2017
"similar",1,2017
"size",1,2017
"skins",1,2017
"specialized",1,2017
"specified",1,2017
"sporting",1,2017
"stone",1,2017
"sugar",1,2017
"sweet",1,2017
"telecommunications",1,2017
"than",1,2017
"to",1,2017
"toys",1,2017
"transport",1,2017
"type",1,2017
"up",1,2017
"use",1,2017
"value",1,2017
"valued",1,2017
"veterinary",1,2017
"wastes",1,2017
"water",1,2017
"whether",1,2017
"work",1,2017
"worked",1,2017
"works",1,2017
"apparel",2,2003
"beverages",2,2003
"by",2,2003
"cereal",2,2003
"chemicals",2,2003
"clothing",2,2003
"coffee",2,2003
"construction",2,2003
"copper",2,2003
"electrical",2,2003
"engines",2,2003
"fixed",2,2003
"food",2,2003
"generating",2,2003
"girls",2,2003
"goods",2,2003
"household",2,2003
"low",2,2003
"maize",2,2003
"matter",2,2003
"milk",2,2003
"mineral",2,2003
"nuts",2,2003
"optical",2,2003
"organic",2,2003
"petroleum",2,2003
"photographic",2,2003
"plant",2,2003
"power",2,2003
"prepared",2,2003
"pulp",2,2003
"railway",2,2003
"receivers",2,2003
"recorders",2,2003
"removing",2,2003
"residual",2,2003
"rice",2,2003
"seeds",2,2003
"sound",2,2003
"steam",2,2003
"structures",2,2003
"supplies",2,2003
"track",2,2003
"tractors",2,2003
"transactions",2,2003
"vegetables",2,2003
"women",2,2003
"working",2,2003
"apparel",2,2004
"beverages",2,2004
"by",2,2004
"cereal",2,2004
"chemicals",2,2004
"clothing",2,2004
"coffee",2,2004
"construction",2,2004
"copper",2,2004
"electrical",2,2004
"fixed",2,2004
"food",2,2004
"furskins",2,2004
"generating",2,2004
"goods",2,2004
"household",2,2004
"knitted",2,2004
"liquefied",2,2004
"low",2,2004
"matter",2,2004
"milk",2,2004
"mineral",2,2004
"nuts",2,2004
"organic",2,2004
"petroleum",2,2004
"photographic",2,2004
"plant",2,2004
"power",2,2004
"prepared",2,2004
"pulp",2,2004
"railway",2,2004
"removing",2,2004
"rice",2,2004
"rolled",2,2004
"roots",2,2004
"seeds",2,2004
"sound",2,2004
"structures",2,2004
"supplies",2,2004
"track",2,2004
"transactions",2,2004
"tubers",2,2004
"vegetables",2,2004
"wire",2,2004
"women",2,2004
"working",2,2004
"acids",2,2005
"appliances",2,2005
"barley",2,2005
"beverages",2,2005
"butter",2,2005
"by",2,2005
"cereal",2,2005
"chemical",2,2005
"chemicals",2,2005
"clothing",2,2005
"coffee",2,2005
"construction",2,2005
"electrical",2,2005
"engines",2,2005
"film",2,2005
"fixed",2,2005
"food",2,2005
"generating",2,2005
"goods",2,2005
"household",2,2005
"hydrocarbons",2,2005
"low",2,2005
"maize",2,2005
"matter",2,2005
"men",2,2005
"milk",2,2005
"mineral",2,2005
"nuts",2,2005
"optical",2,2005
"organic",2,2005
"petroleum",2,2005
"photographic",2,2005
"plant",2,2005
"power",2,2005
"prepared",2,2005
"pulp",2,2005
"railway",2,2005
"receivers",2,2005
"recorders",2,2005
"removing",2,2005
"residual",2,2005
"rice",2,2005
"rolled",2,2005
"roots",2,2005
"seeds",2,2005
"smoked",2,2005
"sound",2,2005
"spinning",2,2005
"structures",2,2005
"supplies",2,2005
"track",2,2005
"trailers",2,2005
"transactions",2,2005
"vegetables",2,2005
"women",2,2005
"working",2,2005
"apparel",2,2006
"barley",2,2006
"beverages",2,2006
"butter",2,2006
"by",2,2006
"cereal",2,2006
"chemical",2,2006
"chemicals",2,2006
"clothing",2,2006
"construction",2,2006
"engines",2,2006
"film",2,2006
"fixed",2,2006
"food",2,2006
"goods",2,2006
"heating",2,2006
"household",2,2006
"low",2,2006
"maize",2,2006
"matter",2,2006
"milk",2,2006
"mill",2,2006
"mineral",2,2006
"organic",2,2006
"petroleum",2,2006
"plant",2,2006
"power",2,2006
"prepared",2,2006
"railway",2,2006
"removing",2,2006
"residual",2,2006
"rice",2,2006
"rolled",2,2006
"seeds",2,2006
"sound",2,2006
"structures",2,2006
"supplies",2,2006
"track",2,2006
"transactions",2,2006
"vegetables",2,2006
"women",2,2006
"working",2,2006
"apparel",2,2007
"appliances",2,2007
"beverages",2,2007
"by",2,2007
"chemical",2,2007
"chemicals",2,2007
"clothing",2,2007
"coffee",2,2007
"construction",2,2007
"copper",2,2007
"electrical",2,2007
"film",2,2007
"fixed",2,2007
"food",2,2007
"generating",2,2007
"goods",2,2007
"low",2,2007
"matter",2,2007
"mill",2,2007
"mineral",2,2007
"nickel",2,2007
"oleaginous",2,2007
"optical",2,2007
"organic",2,2007
"petroleum",2,2007
"photographic",2,2007
"plant",2,2007
"platinum",2,2007
"power",2,2007
"prepared",2,2007
"pulp",2,2007
"railway",2,2007
"removing",2,2007
"residual",2,2007
"roots",2,2007
"seeds",2,2007
"sound",2,2007
"steam",2,2007
"structures",2,2007
"supplies",2,2007
"track",2,2007
"transactions",2,2007
"valves",2,2007
"vegetables",2,2007
"working",2,2007
"apparel",2,2008
"beverages",2,2008
"by",2,2008
"chemicals",2,2008
"clothing",2,2008
"coffee",2,2008
"construction",2,2008
"cork",2,2008
"electrical",2,2008
"engines",2,2008
"film",2,2008
"fixed",2,2008
"food",2,2008
"generating",2,2008
"goods",2,2008
"household",2,2008
"low",2,2008
"matter",2,2008
"men",2,2008
"mill",2,2008
"mineral",2,2008
"optical",2,2008
"organic",2,2008
"petroleum",2,2008
"plant",2,2008
"power",2,2008
"prepared",2,2008
"pulp",2,2008
"railway",2,2008
"residual",2,2008
"rice",2,2008
"seeds",2,2008
"sound",2,2008
"steam",2,2008
"structures",2,2008
"supplies",2,2008
"track",2,2008
"trailers",2,2008
"transactions",2,2008
"valves",2,2008
"vegetables",2,2008
"women",2,2008
"working",2,2008
"apparel",2,2009
"appliances",2,2009
"beverages",2,2009
"by",2,2009
"chemical",2,2009
"chemicals",2,2009
"clothing",2,2009
"coffee",2,2009
"construction",2,2009
"electrical",2,2009
"fittings",2,2009
"fixed",2,2009
"food",2,2009
"generating",2,2009
"goods",2,2009
"low",2,2009
"maize",2,2009
"matter",2,2009
"milk",2,2009
"mineral",2,2009
"petroleum",2,2009
"pipes",2,2009
"plant",2,2009
"power",2,2009
"prepared",2,2009
"removing",2,2009
"rice",2,2009
"rolled",2,2009
"sound",2,2009
"steam",2,2009
"structures",2,2009
"supplies",2,2009
"track",2,2009
"transactions",2,2009
"tubes",2,2009
"valves",2,2009
"working",2,2009
"apparel",2,2010
"beverages",2,2010
"by",2,2010
"chemicals",2,2010
"clothing",2,2010
"coffee",2,2010
"construction",2,2010
"copper",2,2010
"cork",2,2010
"electrical",2,2010
"engines",2,2010
"fixed",2,2010
"food",2,2010
"furskins",2,2010
"generating",2,2010
"goods",2,2010
"heating",2,2010
"hydrocarbons",2,2010
"liquefied",2,2010
"low",2,2010
"matter",2,2010
"mill",2,2010
"mineral",2,2010
"nickel",2,2010
"paperboard",2,2010
"petroleum",2,2010
"plant",2,2010
"platinum",2,2010
"power",2,2010
"prepared",2,2010
"pulp",2,2010
"residual",2,2010
"rice",2,2010
"roots",2,2010
"sound",2,2010
"steam",2,2010
"structures",2,2010
"supplies",2,2010
"transactions",2,2010
"valves",2,2010
"working",2,2010
"apparel",2,2011
"appliances",2,2011
"beverages",2,2011
"by",2,2011
"chemical",2,2011
"chemicals",2,2011
"clothing",2,2011
"coffee",2,2011
"construction",2,2011
"electrical",2,2011
"film",2,2011
"fixed",2,2011
"food",2,2011
"generating",2,2011
"goods",2,2011
"household",2,2011
"low",2,2011
"matter",2,2011
"milk",2,2011
"mineral",2,2011
"optical",2,2011
"plant",2,2011
"power",2,2011
"prepared",2,2011
"removing",2,2011
"rice",2,2011
"rolled",2,2011
"roots",2,2011
"seeds",2,2011
"sound",2,2011
"structures",2,2011
"supplies",2,2011
"transactions",2,2011
"turbines",2,2011
"valves",2,2011
"working",2,2011
"apparel",2,2012
"appliances",2,2012
"beverages",2,2012
"by",2,2012
"chemical",2,2012
"chemicals",2,2012
"clothing",2,2012
"coffee",2,2012
"construction",2,2012
"electrical",2,2012
"engines",2,2012
"film",2,2012
"fixed",2,2012
"food",2,2012
"generating",2,2012
"goods",2,2012
"low",2,2012
"matter",2,2012
"milk",2,2012
"mill",2,2012
"mineral",2,2012
"nuts",2,2012
"organic",2,2012
"plant",2,2012
"power",2,2012
"prepared",2,2012
"removing",2,2012
"residual",2,2012
"sound",2,2012
"structures",2,2012
"supplies",2,2012
"track",2,2012
"transactions",2,2012
"valves",2,2012
"vegetables",2,2012
"women",2,2012
"working",2,2012
"apparel",2,2013
"appliances",2,2013
"beverages",2,2013
"butter",2,2013
"by",2,2013
"chemical",2,2013
"chemicals",2,2013
"clothing",2,2013
"coffee",2,2013
"construction",2,2013
"copper",2,2013
"electrical",2,2013
"engines",2,2013
"film",2,2013
"fixed",2,2013
"food",2,2013
"furskins",2,2013
"generating",2,2013
"goods",2,2013
"household",2,2013
"hydrocarbons",2,2013
"low",2,2013
"matter",2,2013
"men",2,2013
"mineral",2,2013
"motorized",2,2013
"optical",2,2013
"organic",2,2013
"petroleum",2,2013
"photographic",2,2013
"pipes",2,2013
"plant",2,2013
"power",2,2013
"prepared",2,2013
"pulp",2,2013
"railway",2,2013
"receivers",2,2013
"recorders",2,2013
"residual",2,2013
"roots",2,2013
"sound",2,2013
"spinning",2,2013
"steam",2,2013
"structures",2,2013
"supplies",2,2013
"track",2,2013
"transactions",2,2013
"tubes",2,2013
"valves",2,2013
"women",2,2013
"working",2,2013
"apparel",2,2014
"appliances",2,2014
"beverages",2,2014
"butter",2,2014
"by",2,2014
"chemicals",2,2014
"clothing",2,2014
"coffee",2,2014
"construction",2,2014
"copper",2,2014
"electrical",2,2014
"engines",2,2014
"fixed",2,2014
"food",2,2014
"generating",2,2014
"goods",2,2014
"household",2,2014
"liquefied",2,2014
"low",2,2014
"maize",2,2014
"matter",2,2014
"milk",2,2014
"mineral",2,2014
"motorized",2,2014
"nickel",2,2014
"nuts",2,2014
"petroleum",2,2014
"plant",2,2014
"power",2,2014
"prepared",2,2014
"railway",2,2014
"removing",2,2014
"residual",2,2014
"rice",2,2014
"rolled",2,2014
"roots",2,2014
"seeds",2,2014
"sound",2,2014
"steam",2,2014
"structures",2,2014
"supplies",2,2014
"track",2,2014
"transactions",2,2014
"valves",2,2014
"vegetables",2,2014
"women",2,2014
"working",2,2014
"apparel",2,2015
"beverages",2,2015
"by",2,2015
"chemicals",2,2015
"clothing",2,2015
"construction",2,2015
"electrical",2,2015
"fixed",2,2015
"food",2,2015
"generating",2,2015
"goods",2,2015
"household",2,2015
"low",2,2015
"matter",2,2015
"petroleum",2,2015
"plant",2,2015
"power",2,2015
"prepared",2,2015
"structures",2,2015
"supplies",2,2015
"track",2,2015
"transactions",2,2015
"valves",2,2015
"women",2,2015
"working",2,2015
"apparel",2,2016
"by",2,2016
"chemical",2,2016
"chemicals",2,2016
"clothing",2,2016
"coffee",2,2016
"construction",2,2016
"electrical",2,2016
"engines",2,2016
"film",2,2016
"fixed",2,2016
"food",2,2016
"generating",2,2016
"goods",2,2016
"household",2,2016
"low",2,2016
"matter",2,2016
"mineral",2,2016
"optical",2,2016
"organic",2,2016
"petroleum",2,2016
"pipes",2,2016
"plant",2,2016
"power",2,2016
"prepared",2,2016
"removing",2,2016
"rice",2,2016
"steam",2,2016
"structures",2,2016
"supplies",2,2016
"track",2,2016
"transactions",2,2016
"tubes",2,2016
"valves",2,2016
"vegetables",2,2016
"women",2,2016
"working",2,2016
"appliances",2,2017
"by",2,2017
"chemicals",2,2017
"clothing",2,2017
"coffee",2,2017
"construction",2,2017
"engines",2,2017
"film",2,2017
"fixed",2,2017
"food",2,2017
"generating",2,2017
"goods",2,2017
"household",2,2017
"low",2,2017
"matter",2,2017
"men",2,2017
"milk",2,2017
"organic",2,2017
"petroleum",2,2017
"plant",2,2017
"power",2,2017
"prepared",2,2017
"pulp",2,2017
"railway",2,2017
"recorders",2,2017
"removing",2,2017
"rice",2,2017
"rolled",2,2017
"sound",2,2017
"structures",2,2017
"supplies",2,2017
"track",2,2017
"transactions",2,2017
"valves",2,2017
"vegetables",2,2017
"women",2,2017
"working",2,2017
"animals",3,2003
"associated",3,2003
"cotton",3,2003
"gold",3,2003
"instruments",3,2003
"knit",3,2003
"leather",3,2003
"material",3,2003
"metals",3,2003
"office",3,2003
"precious",3,2003
"preserved",3,2003
"raw",3,2003
"scrap",3,2003
"the",3,2003
"tobacco",3,2003
"animals",3,2004
"associated",3,2004
"coal",3,2004
"cotton",3,2004
"flat",3,2004
"instruments",3,2004
"leather",3,2004
"material",3,2004
"metals",3,2004
"miscellaneous",3,2004
"office",3,2004
"precious",3,2004
"raw",3,2004
"the",3,2004
"tobacco",3,2004
"animals",3,2005
"associated",3,2005
"compounds",3,2005
"cotton",3,2005
"derivatives",3,2005
"instruments",3,2005
"leather",3,2005
"material",3,2005
"metals",3,2005
"miscellaneous",3,2005
"offal",3,2005
"office",3,2005
"precious",3,2005
"preserved",3,2005
"raw",3,2005
"synthetic",3,2005
"the",3,2005
"tobacco",3,2005
"animals",3,2006
"associated",3,2006
"coal",3,2006
"cotton",3,2006
"flat",3,2006
"gold",3,2006
"instruments",3,2006
"leather",3,2006
"machine",3,2006
"material",3,2006
"metals",3,2006
"miscellaneous",3,2006
"office",3,2006
"preserved",3,2006
"raw",3,2006
"the",3,2006
"tobacco",3,2006
"animals",3,2007
"associated",3,2007
"coal",3,2007
"cotton",3,2007
"flat",3,2007
"gold",3,2007
"instruments",3,2007
"knit",3,2007
"leather",3,2007
"material",3,2007
"metals",3,2007
"miscellaneous",3,2007
"office",3,2007
"precious",3,2007
"raw",3,2007
"synthetic",3,2007
"the",3,2007
"tobacco",3,2007
"associated",3,2008
"coal",3,2008
"flat",3,2008
"gold",3,2008
"instruments",3,2008
"leather",3,2008
"machine",3,2008
"metals",3,2008
"office",3,2008
"raw",3,2008
"the",3,2008
"tobacco",3,2008
"animals",3,2009
"associated",3,2009
"coin",3,2009
"flat",3,2009
"gold",3,2009
"instruments",3,2009
"material",3,2009
"metals",3,2009
"office",3,2009
"precious",3,2009
"preserved",3,2009
"raw",3,2009
"the",3,2009
"tobacco",3,2009
"animals",3,2010
"associated",3,2010
"coal",3,2010
"derivatives",3,2010
"flat",3,2010
"gold",3,2010
"instruments",3,2010
"leather",3,2010
"material",3,2010
"metals",3,2010
"office",3,2010
"precious",3,2010
"preserved",3,2010
"raw",3,2010
"scrap",3,2010
"synthetic",3,2010
"the",3,2010
"associated",3,2011
"coal",3,2011
"coin",3,2011
"flat",3,2011
"instruments",3,2011
"leather",3,2011
"material",3,2011
"metals",3,2011
"miscellaneous",3,2011
"office",3,2011
"precious",3,2011
"raw",3,2011
"the",3,2011
"tobacco",3,2011
"woven",3,2011
"animals",3,2012
"associated",3,2012
"coin",3,2012
"cotton",3,2012
"flat",3,2012
"instruments",3,2012
"knit",3,2012
"leather",3,2012
"machine",3,2012
"material",3,2012
"metals",3,2012
"miscellaneous",3,2012
"offal",3,2012
"office",3,2012
"preserved",3,2012
"raw",3,2012
"the",3,2012
"tobacco",3,2012
"associated",3,2013
"coal",3,2013
"compounds",3,2013
"cotton",3,2013
"derivatives",3,2013
"flat",3,2013
"gold",3,2013
"instruments",3,2013
"leather",3,2013
"machine",3,2013
"material",3,2013
"metals",3,2013
"miscellaneous",3,2013
"offal",3,2013
"office",3,2013
"precious",3,2013
"preserved",3,2013
"raw",3,2013
"synthetic",3,2013
"the",3,2013
"tobacco",3,2013
"animals",3,2014
"associated",3,2014
"coal",3,2014
"cotton",3,2014
"flat",3,2014
"gold",3,2014
"instruments",3,2014
"leather",3,2014
"material",3,2014
"metals",3,2014
"office",3,2014
"precious",3,2014
"raw",3,2014
"synthetic",3,2014
"the",3,2014
"tobacco",3,2014
"associated",3,2015
"coin",3,2015
"flat",3,2015
"gold",3,2015
"instruments",3,2015
"material",3,2015
"metals",3,2015
"office",3,2015
"preserved",3,2015
"raw",3,2015
"the",3,2015
"associated",3,2016
"coin",3,2016
"instruments",3,2016
"leather",3,2016
"material",3,2016
"metals",3,2016
"office",3,2016
"raw",3,2016
"the",3,2016
"tobacco",3,2016
"animals",3,2017
"associated",3,2017
"cotton",3,2017
"flat",3,2017
"instruments",3,2017
"material",3,2017
"miscellaneous",3,2017
"office",3,2017
"raw",3,2017
"scrap",3,2017
"the",3,2017
"tobacco",3,2017
"animal",4,2003
"electric",4,2003
"etc",4,2003
"fish",4,2003
"fresh",4,2003
"including",4,2003
"meat",4,2003
"motor",4,2003
"paper",4,2003
"s",4,2003
"special",4,2003
"wheat",4,2003
"animal",4,2004
"dried",4,2004
"edible",4,2004
"electric",4,2004
"etc",4,2004
"fish",4,2004
"fresh",4,2004
"including",4,2004
"meat",4,2004
"motor",4,2004
"paper",4,2004
"s",4,2004
"special",4,2004
"animal",4,2005
"dried",4,2005
"edible",4,2005
"electric",4,2005
"etc",4,2005
"fish",4,2005
"fresh",4,2005
"including",4,2005
"inorganic",4,2005
"meat",4,2005
"motor",4,2005
"paper",4,2005
"s",4,2005
"special",4,2005
"wheat",4,2005
"animal",4,2006
"etc",4,2006
"fish",4,2006
"fresh",4,2006
"including",4,2006
"meat",4,2006
"motor",4,2006
"paper",4,2006
"s",4,2006
"special",4,2006
"wheat",4,2006
"animal",4,2007
"electric",4,2007
"etc",4,2007
"fish",4,2007
"fresh",4,2007
"including",4,2007
"inorganic",4,2007
"meat",4,2007
"motor",4,2007
"paper",4,2007
"s",4,2007
"special",4,2007
"wheat",4,2007
"animal",4,2008
"etc",4,2008
"including",4,2008
"meat",4,2008
"motor",4,2008
"paper",4,2008
"s",4,2008
"special",4,2008
"wheat",4,2008
"animal",4,2009
"etc",4,2009
"fish",4,2009
"fresh",4,2009
"including",4,2009
"meat",4,2009
"paper",4,2009
"s",4,2009
"special",4,2009
"wheat",4,2009
"animal",4,2010
"electric",4,2010
"etc",4,2010
"fish",4,2010
"fresh",4,2010
"including",4,2010
"inorganic",4,2010
"meat",4,2010
"motor",4,2010
"paper",4,2010
"s",4,2010
"special",4,2010
"wheat",4,2010
"animal",4,2011
"etc",4,2011
"fish",4,2011
"fresh",4,2011
"including",4,2011
"paper",4,2011
"s",4,2011
"special",4,2011
"wheat",4,2011
"animal",4,2012
"dried",4,2012
"electric",4,2012
"etc",4,2012
"fish",4,2012
"fresh",4,2012
"including",4,2012
"meat",4,2012
"motor",4,2012
"paper",4,2012
"s",4,2012
"special",4,2012
"animal",4,2013
"edible",4,2013
"electric",4,2013
"etc",4,2013
"fish",4,2013
"fresh",4,2013
"including",4,2013
"meat",4,2013
"motor",4,2013
"paper",4,2013
"s",4,2013
"special",4,2013
"wheat",4,2013
"animal",4,2014
"electric",4,2014
"etc",4,2014
"fish",4,2014
"fresh",4,2014
"including",4,2014
"meat",4,2014
"motor",4,2014
"paper",4,2014
"s",4,2014
"special",4,2014
"wheat",4,2014
"animal",4,2015
"electric",4,2015
"etc",4,2015
"fresh",4,2015
"including",4,2015
"motor",4,2015
"paper",4,2015
"s",4,2015
"special",4,2015
"wheat",4,2015
"animal",4,2016
"etc",4,2016
"fresh",4,2016
"including",4,2016
"motor",4,2016
"paper",4,2016
"s",4,2016
"special",4,2016
"animal",4,2017
"etc",4,2017
"fish",4,2017
"fresh",4,2017
"including",4,2017
"meat",4,2017
"motor",4,2017
"paper",4,2017
"s",4,2017
"special",4,2017
"wheat",4,2017
"apparatus",5,2003
"base",5,2003
"except",5,2003
"fats",5,2003
"gas",5,2003
"in",5,2003
"manufactures",5,2003
"natural",5,2003
"oil",5,2003
"tools",5,2003
"vehicles",5,2003
"base",5,2004
"except",5,2004
"fats",5,2004
"gas",5,2004
"in",5,2004
"manufactures",5,2004
"natural",5,2004
"oil",5,2004
"tools",5,2004
"vehicles",5,2004
"base",5,2005
"except",5,2005
"fats",5,2005
"gas",5,2005
"in",5,2005
"manufactures",5,2005
"natural",5,2005
"oil",5,2005
"tools",5,2005
"vehicles",5,2005
"base",5,2006
"except",5,2006
"gas",5,2006
"in",5,2006
"manufactures",5,2006
"natural",5,2006
"oil",5,2006
"tools",5,2006
"vehicles",5,2006
"apparatus",5,2007
"base",5,2007
"except",5,2007
"fats",5,2007
"gas",5,2007
"in",5,2007
"manufactures",5,2007
"natural",5,2007
"oil",5,2007
"tools",5,2007
"vehicles",5,2007
"apparatus",5,2008
"base",5,2008
"except",5,2008
"fats",5,2008
"gas",5,2008
"in",5,2008
"manufactures",5,2008
"natural",5,2008
"oil",5,2008
"tools",5,2008
"vehicles",5,2008
"base",5,2009
"except",5,2009
"fats",5,2009
"gas",5,2009
"in",5,2009
"natural",5,2009
"oil",5,2009
"tools",5,2009
"apparatus",5,2010
"base",5,2010
"except",5,2010
"gas",5,2010
"in",5,2010
"manufactures",5,2010
"natural",5,2010
"oil",5,2010
"tools",5,2010
"vehicles",5,2010
"apparatus",5,2011
"base",5,2011
"except",5,2011
"fats",5,2011
"in",5,2011
"manufactures",5,2011
"natural",5,2011
"oil",5,2011
"tools",5,2011
"vehicles",5,2011
"apparatus",5,2012
"base",5,2012
"except",5,2012
"fats",5,2012
"gas",5,2012
"in",5,2012
"natural",5,2012
"oil",5,2012
"tools",5,2012
"vehicles",5,2012
"apparatus",5,2013
"base",5,2013
"except",5,2013
"gas",5,2013
"in",5,2013
"manufactures",5,2013
"natural",5,2013
"oil",5,2013
"tools",5,2013
"vehicles",5,2013
"base",5,2014
"except",5,2014
"fats",5,2014
"gas",5,2014
"in",5,2014
"manufactures",5,2014
"natural",5,2014
"oil",5,2014
"tools",5,2014
"vehicles",5,2014
"base",5,2015
"except",5,2015
"in",5,2015
"manufactures",5,2015
"natural",5,2015
"oil",5,2015
"tools",5,2015
"vehicles",5,2015
"apparatus",5,2016
"base",5,2016
"except",5,2016
"fats",5,2016
"gas",5,2016
"in",5,2016
"manufactures",5,2016
"natural",5,2016
"oil",5,2016
"tools",5,2016
"vehicles",5,2016
"apparatus",5,2017
"base",5,2017
"except",5,2017
"gas",5,2017
"in",5,2017
"natural",5,2017
"oil",5,2017
"tools",5,2017
"vehicles",5,2017
"articles",6,2003
"fruit",6,2003
"ores",6,2003
"plastics",6,2003
"rubber",6,2003
"waste",6,2003
"articles",6,2004
